COUNTY_NAME,RACE,Franken,Ofm,n,totalDiff,totalDifPct,tractsHighlyVariable,tractsHighlyVariablePct,personsHighlyVariable,personsHighlyVariablePct
Okanogan,multi,2008.933130699,495.751479851,61,-1513.1816508480001,-0.7532264900830695,13,0.21311475409836064,2008.933130699,1.0
Pacific,multi,1315.392320535,317.841253083,45,-997.5510674519999,-0.7583677142392569,11,0.24444444444444444,1315.392320535,1.0
Pend Oreille,multi,676.006578947,160.779008695,21,-515.227570252,-0.7621635444059705,5,0.23809523809523808,676.006578947,1.0
Pierce,multi,79474.434006788,54477.496445597,14,-24996.937561191,-0.31452803500375964,183,13.071428571428571,75165.62055869101,0.9457836535491531
San Juan,multi,936.26006192,256.237761787,193,-680.022300133,-0.726317748445309,8,0.04145077720207254,936.26006192,1.0
Skagit,multi,6480.8171824089995,2450.535503742,1,-4030.2816786669996,-0.6218786250608128,41,41.0,6480.8171824089995,1.0
Skamania,multi,722.9268292679999,252.22214806,19,-470.7046812079999,-0.651109714221856,5,0.2631578947368421,722.9268292679999,1.0
Snohomish,multi,55463.632215517,33853.714160369,0,-21609.918055147995,-0.3896232033844731,167,inf,53650.4931801,0.9673094068493094
Spokane,multi,34823.861807699,14228.386437139001,6,-20595.47537056,-0.5914184786365845,130,21.666666666666668,34823.861807699,1.0
Stevens,multi,2614.4344135799997,806.796172899,7,-1807.6382406809998,-0.6914069946798792,15,2.142857142857143,2614.4344135799997,1.0
Thurston,multi,22799.911471211,13479.251945393,13,-9320.659525817999,-0.4088024437106702,59,4.538461538461538,21999.880344232,0.9649107792374904
Wahkiakum,multi,271.673076923,70.016345388,24,-201.656731535,-0.7422772025074658,1,0.041666666666666664,271.673076923,1.0
Walla Walla,multi,2945.046531304,822.773018954,23,-2122.2735123499997,-0.7206247812357331,14,0.6086956521739131,2945.046531304,1.0
Whatcom,multi,13661.23385227,6618.702285765,21,-7042.531566504999,-0.5155121157182143,54,2.5714285714285716,13661.23385227,1.0
Whitman,multi,2861.168700643,1553.118213319,41,-1308.0504873240002,-0.45717349243686245,10,0.24390243902439024,2213.929648239,0.7737850787132741
Yakima,multi,7674.718826405,2522.370865218,54,-5152.347961187001,-0.6713402898175579,57,1.0555555555555556,7674.718826405,1.0
Adams,nhpi,7.184587815,7.437015972,1,0.25242815699999976,0.03513467487626495,7,7.0,7.184587815,1.0
Asotin,nhpi,34.0,6.071719196,23,-27.928280804,-0.8214200236470588,6,0.2608695652173913,34.0,1.0
Benton,nhpi,536.0,38.972909141,19,-497.027090859,-0.9272893486175373,40,2.1052631578947367,536.0,1.0
Chelan,nhpi,109.0,3.623533057,173,-105.376466943,-0.9667565774587156,19,0.10982658959537572,109.0,1.0
Clallam,nhpi,129.836815357,88.414122995,57,-41.42269236200001,-0.31903657100725974,23,0.40350877192982454,126.66939582,0.9756046116173533
Clark,nhpi,5370.797450242,3791.722202069,30,-1579.075248173,-0.29401132006976904,97,3.2333333333333334,4483.63679379,0.834817703577329
Columbia,nhpi,0.0,0.0,10,0.0,,0,0.0,0.0,
Cowlitz,nhpi,670.718782195,297.909444791,13,-372.809337404,-0.5558355413634624,26,2.0,614.073990034,0.9155461369731979
Douglas,nhpi,69.427189731,49.143580203,130,-20.283609528,-0.2921565687245893,8,0.06153846153846154,68.474283648,0.9862747421191597
Ferry,nhpi,11.0,0.0,7,-11.0,-1.0,2,0.2857142857142857,11.0,1.0
Franklin,nhpi,210.648158591,71.780342925,9,-138.867815666,-0.6592405867436487,20,2.2222222222222223,208.588628069,0.9902228885560835
Garfield,nhpi,0.0,0.0,494,0.0,,0,0.0,0.0,
Grant,nhpi,96.0,2.3558285139999997,11,-93.644171486,-0.9754601196458333,16,1.4545454545454546,96.0,1.0
Grays Harbor,nhpi,127.0,6.567527089,15,-120.432472911,-0.9482871882755906,17,1.1333333333333333,127.0,1.0
Island,nhpi,426.625664702,376.891479174,6,-49.73418552800001,-0.11657570006422274,20,3.3333333333333335,385.850821665,0.9044247770103531
Jefferson,nhpi,52.274873033000006,52.311861675,3,0.036988641999997185,0.000707579757805381,7,2.3333333333333335,38.380459625,0.7342047411721352
King,nhpi,19914.789245413,18351.347483872,59,-1563.441761541002,-0.07850656827317977,447,7.576271186440678,16948.087982223,0.851030245581267
Kitsap,nhpi,2912.6221225140002,2548.1057974200003,5,-364.51632509399997,-0.12515057215158806,44,8.8,2246.3187772720003,0.7712359114175488
Kittitas,nhpi,87.0,3.083712787,61,-83.916287213,-0.9645550254367816,9,0.14754098360655737,87.0,1.0
Klickitat,nhpi,40.299438832999996,4.353523846,45,-35.945914986999995,-0.8919706087213544,6,0.13333333333333333,40.299438832999996,1.0
Lewis,nhpi,161.304817325,78.88942663099999,21,-82.415390694,-0.5109295063888136,18,0.8571428571428571,145.501669371,0.9020292870599177
Lincoln,nhpi,14.0,0.0,14,-14.0,-1.0,3,0.21428571428571427,14.0,1.0
Mason,nhpi,228.642592279,209.40054888999998,193,-19.24204338900003,-0.08415773805398437,19,0.09844559585492228,228.642592279,1.0
Okanogan,nhpi,40.0,0.004465498,1,-39.995534502,-0.9998883625499999,10,10.0,40.0,1.0
Pacific,nhpi,39.0,0.001060436,23,-38.998939564,-0.9999728093333332,9,0.391304347826087,39.0,1.0
Pend Oreille,nhpi,9.0,2.32716267,1,-6.67283733,-0.74142637,2,2.0,9.0,1.0
Pierce,nhpi,18381.411928576,13884.889011469,6,-4496.522917106999,-0.2446233692264217,163,27.166666666666668,14984.301553874,0.8151877348757521
San Juan,nhpi,23.0,4.029907379,8,-18.970092621,-0.8247866356956521,7,0.875,23.0,1.0
Skagit,nhpi,388.0,40.91843958,14,-347.08156042,-0.8945401041752578,36,2.5714285714285716,388.0,1.0
Skamania,nhpi,29.0,0.0,24,-29.0,-1.0,3,0.125,29.0,1.0
Snohomish,nhpi,5086.687640984,4458.921468381,16,-627.7661726030001,-0.12341354864116665,152,9.5,4556.236831432,0.8957178330986753
Spokane,nhpi,4300.965265009,2352.74110144,20,-1948.2241635690002,-0.45297370323331904,124,6.2,4257.501342684,0.989894379599248
Stevens,nhpi,84.0,5.017293629,36,-78.982706371,-0.9402703139404762,11,0.3055555555555556,84.0,1.0
Thurston,nhpi,3313.288227092,2513.0168126119997,54,-800.2714144800002,-0.24153389612662246,55,1.0185185185185186,3004.450433347,0.9067881293212875
Wahkiakum,nhpi,2.0,0.0,115,-2.0,-1.0,1,0.008695652173913044,2.0,1.0
Walla Walla,nhpi,141.790621702,109.210200508,20,-32.58042119400001,-0.22977839297773847,10,0.5,117.336449381,0.8275332174479415
Whatcom,nhpi,701.559715775,542.537337558,4,-159.02237821699998,-0.2266697682909728,48,12.0,628.3814030450001,0.8956919687882005
Whitman,nhpi,152.471745044,78.1221197931,5,-74.34962525089999,-0.4876288733328547,11,2.2,142.189316806,0.9325617462105342
Yakima,nhpi,226.410299195,111.74963835,12,-114.660660845,-0.5064286441591882,52,4.333333333333333,223.29595846,0.9862447037697799
Adams,white,6925.245519712,4898.64522311,30,-2026.6002966019996,-0.29263948705262366,7,0.23333333333333334,6925.245519712,1.0
Asotin,white,19587.092807425,20116.517469364,10,529.4246619389996,0.027029261929994396,0,0.0,0.0,0.0
Benton,white,136865.443408536,139234.318222172,13,2368.874813636008,0.01730805639934285,8,0.6153846153846154,18515.860441282,0.13528513830926006
Chelan,white,52554.497690651,50584.156286598,130,-1970.341404052997,-0.03749139446924072,3,0.023076923076923078,5061.024733813,0.09630050625930184
Clallam,white,61605.124562397,61315.333593527,7,-289.79096887000196,-0.0047040075144476985,4,0.5714285714285714,8200.459119142,0.133113262531206
Clark,white,369356.058990509,382422.761710795,9,13066.702720285975,0.03537698218894451,13,1.4444444444444444,33697.916743313,0.09123423299299092
Columbia,white,3381.0,3286.127434972,493,-94.87256502799983,-0.028060504296953514,0,0.0,0.0,0.0
Cowlitz,white,88515.120312108,90137.535605396,11,1622.4152932879952,0.018329244625859303,1,0.09090909090909091,2894.048296536,0.03269552463275727
Douglas,white,25672.228238272,26173.597657482,15,501.36941921000107,0.01952964170295754,1,0.06666666666666667,2048.805342131,0.07980629196326065
Ferry,white,5081.786142002,5138.834756762,6,57.04861476000042,0.01122609514959356,1,0.16666666666666666,385.453378956,0.0758499803386351
Franklin,white,37625.592859897,34448.696609206,3,-3176.8962506909957,-0.08443445030940816,11,3.6666666666666665,12676.432430184,0.3369098389329327
Garfield,white,2060.0,1764.006796879,59,-295.9932031210001,-0.1436860209325243,1,0.01694915254237288,2060.0,1.0
Grant,white,50735.01643991,48661.055821481,5,-2073.9606184290024,-0.04087828809290677,10,2.0,13914.843785168,0.2742650887212895
Grays Harbor,white,57472.688172042996,54913.026894589,61,-2559.661277453997,-0.04453700285937066,2,0.03278688524590164,5279.740099659,0.09186520184777569
Island,white,66323.149593876,67031.896496916,45,708.7469030399952,0.010686267274397322,2,0.044444444444444446,7088.940097521001,0.10688485304044673
Jefferson,white,28445.241112239,26895.677439537998,21,-1549.5636727010024,-0.0544753221316264,2,0.09523809523809523,4605.535678009001,0.16190882896146022
King,white,1240732.693841401,1290847.58509642,14,50114.891255019,0.0403913683453118,182,13.0,381718.748720137,0.30765591219999794
Kitsap,white,200621.75930013,200532.890073576,193,-88.86922655400122,-0.0004429690321928287,3,0.015544041450777202,6336.121926270001,0.03158242629500206
Kittitas,white,35587.895953587,38475.673686287,1,2887.7777327000003,0.08114494142801194,7,7.0,14501.723277736,0.40749032470615426
Klickitat,white,17831.689337823,17521.327779328,23,-310.3615584950021,-0.017405056392312233,0,0.0,0.0,0.0
Lewis,white,65940.800620053,64055.652527676,1,-1885.1480923770068,-0.028588492627487475,1,1.0,2510.895745493,0.03807802941248216
Lincoln,white,9625.801980198,8799.226428705,6,-826.5755514930006,-0.08587082439400007,2,0.3333333333333333,5199.542079208,0.5401671559319826
Mason,white,50016.63394004,50726.999444274,8,710.365504233996,0.01420258518567209,1,0.125,1637.36665778,0.0327364424351882
Okanogan,white,26804.149673022,25712.931400676,14,-1091.2182723459991,-0.04071079611394258,3,0.21428571428571427,5536.058487612,0.20653736660722968
Pacific,white,18710.722106287998,16944.624409308,24,-1766.0976969799995,-0.0943896065019574,5,0.20833333333333334,8929.122148024,0.47721953740220663
Pend Oreille,white,11753.877128482,11530.110499181,23,-223.76662930099883,-0.019037686616509498,0,0.0,0.0,0.0
Pierce,white,573977.328350354,577144.636153348,21,3167.307802994037,0.005518175799899752,44,2.0952380952380953,103109.51263994799,0.17964039265503925
San Juan,white,15132.754238539,14895.364739790999,41,-237.38949874800164,-0.015687131040788022,2,0.04878048780487805,2718.636149197,0.17965243513129783
Skagit,white,93145.827592414,92605.815071675,54,-540.0125207390083,-0.00579749554754064,6,0.1111111111111111,8501.160494343,0.09126721737383921
Skamania,white,10157.073170732001,10273.057857911,115,115.9846871789996,0.011419105211648366,1,0.008695652173913044,92.146341463,0.00907213524153033
Snohomish,white,532537.919418257,559237.952384245,17,26700.032965988037,0.05013733668985503,39,2.2941176470588234,111987.657323967,0.21029048494105737
Spokane,white,434327.78156761,429754.69607836497,3,-4573.085489245015,-0.010529111153653297,8,2.6666666666666665,23567.988031560002,0.05426313727041951
Stevens,white,38992.424189814,37700.821083546,3,-1291.603106268005,-0.03312446284387239,1,0.3333333333333333,328.26099537,0.008418583922149463
Thurston,white,209575.340996046,212253.887369878,12,2678.5463738320104,0.012780827940451954,4,0.3333333333333333,12511.678581697,0.05970014660232883
Wahkiakum,white,3846.326923077,3538.202235648,1,-308.124687429,-0.08010881383491582,0,0.0,0.0,0.0
Walla Walla,white,42874.500561222,41385.753600473,23,-1488.7469607489984,-0.034723365666339705,6,0.2608695652173913,17057.64711598,0.3978506313239215
Whatcom,white,171577.241869597,175431.31712387,19,3854.0752542729897,0.02246262506773587,7,0.3684210526315789,12443.710193659,0.07252541221706159
Whitman,white,35790.510247412996,35951.67180117,173,161.16155375700328,0.0045029129968509555,5,0.028901734104046242,14529.307533645,0.4059541882249417
Yakima,white,104673.641368184,100799.012635826,57,-3874.6287323580036,-0.03701627918655473,21,0.3684210526315789,22001.363184029,0.2101901003581252
