Year,ZipCode,fpPopulation,Population,dif,pctDiff
2016,98563,8447.002,8693.326,-246.324,-0.028
2017,98563,8442.568,8716.551,-273.983,-0.031
2018,98563,8481.119,8783.432,-302.314,-0.034
2019,98563,8531.396,8818.817,-287.42,-0.033
2020,98563,8535.583,8841.649,-306.066,-0.035
2011,98564,2421.12,2434.339,-13.219,-0.005
2012,98564,2418.966,2459.507,-40.54,-0.016
2013,98564,2406.941,2463.154,-56.212,-0.023
2014,98564,2393.671,2464.789,-71.117,-0.029
2015,98564,2374.062,2462.052,-87.99,-0.036
2016,98564,2366.448,2465.81,-99.363,-0.04
2017,98564,2401.445,2518.112,-116.666,-0.046
2018,98564,2424.071,2555.378,-131.307,-0.051
2019,98564,2467.819,2616.016,-148.197,-0.057
2020,98564,2490.314,2658.36,-168.045,-0.063
2011,98565,243.041,0.0,243.041,inf
2012,98565,260.169,0.0,260.169,inf
2013,98565,274.574,0.0,274.574,inf
2014,98565,299.246,0.0,299.246,inf
2015,98565,315.039,0.0,315.039,inf
2016,98565,330.992,0.0,330.992,inf
2017,98565,347.901,0.0,347.901,inf
2018,98565,366.347,0.0,366.347,inf
2019,98565,378.193,250.394,127.8,0.51
2020,98565,392.274,249.67,142.604,0.571
2011,98566,21.201,0.0,21.201,inf
2012,98566,24.558,0.0,24.558,inf
2013,98566,27.939,0.0,27.939,inf
2014,98566,31.239,0.0,31.239,inf
2015,98566,34.52,0.0,34.52,inf
2016,98566,37.575,0.0,37.575,inf
2017,98566,40.393,0.0,40.393,inf
2018,98566,44.075,0.0,44.075,inf
2019,98566,47.561,0.0,47.561,inf
2020,98566,51.294,17.898,33.396,1.866
2011,98568,2503.569,2441.917,61.652,0.025
2012,98568,2526.562,2448.469,78.092,0.032
2013,98568,2540.195,2444.287,95.908,0.039
2014,98568,2555.151,2442.756,112.395,0.046
2015,98568,2558.326,2429.1,129.226,0.053
2016,98568,2553.949,2404.329,149.62,0.062
2017,98568,2567.593,2400.553,167.04,0.07
2018,98568,2602.939,2415.067,187.872,0.078
2019,98568,2624.412,2415.029,209.383,0.087
2020,98568,2663.717,2432.771,230.946,0.095
2011,98569,5761.757,5838.908,-77.151,-0.013
2012,98569,5879.413,5967.324,-87.911,-0.015
2013,98569,5944.446,6036.419,-91.973,-0.015
2014,98569,6005.869,6098.936,-93.067,-0.015
2015,98569,6057.522,6151.303,-93.781,-0.015
2016,98569,6084.276,6169.547,-85.271,-0.014
2017,98569,6173.346,6268.606,-95.261,-0.015
2018,98569,6338.332,6437.124,-98.792,-0.015
2019,98569,6588.819,6742.187,-153.368,-0.023
2020,98569,6767.305,6942.854,-175.55,-0.025
2011,98570,4040.659,4021.794,18.865,0.005
2012,98570,4046.773,4031.796,14.977,0.004
2013,98570,4037.607,4025.227,12.38,0.003
2014,98570,4036.3,4026.311,9.989,0.002
2015,98570,4056.016,4049.441,6.575,0.002
2016,98570,4072.438,4068.364,4.074,0.001
2017,98570,4109.043,4111.506,-2.463,-0.001
2018,98570,4157.867,4166.461,-8.594,-0.002
2019,98570,4243.994,4248.899,-4.905,-0.001
2020,98570,4294.235,4299.099,-4.864,-0.001
2011,98571,440.107,342.584,97.523,0.285
2012,98571,436.589,357.534,79.056,0.221
2013,98571,450.426,409.94,40.485,0.099
2014,98571,452.478,443.496,8.982,0.02
2015,98571,434.813,441.264,-6.451,-0.015
2016,98571,429.045,454.573,-25.528,-0.056
2017,98571,423.581,471.959,-48.378,-0.103
2018,98571,429.539,520.446,-90.907,-0.175
2019,98571,446.803,735.784,-288.981,-0.393
2020,98571,454.247,794.65,-340.404,-0.428
2011,98572,883.826,899.547,-15.722,-0.017
2012,98572,877.447,899.648,-22.201,-0.025
2013,98572,865.823,893.82,-27.996,-0.031
2014,98572,857.802,891.709,-33.907,-0.038
2015,98572,862.543,903.442,-40.899,-0.045
2016,98572,855.907,902.768,-46.861,-0.052
2017,98572,855.487,910.788,-55.301,-0.061
2018,98572,857.334,917.167,-59.833,-0.065
2019,98572,858.865,924.243,-65.378,-0.071
2020,98572,857.219,934.676,-77.458,-0.083
2011,98575,365.198,395.062,-29.864,-0.076
2012,98575,359.412,394.778,-35.366,-0.09
2013,98575,352.727,394.01,-41.283,-0.105
2014,98575,345.499,392.39,-46.892,-0.12
2015,98575,339.633,392.76,-53.127,-0.135
2016,98575,331.121,388.665,-57.544,-0.148
2017,98575,321.132,383.273,-62.141,-0.162
2018,98575,315.721,382.612,-66.892,-0.175
2019,98575,311.297,383.425,-72.129,-0.188
2020,98575,307.583,373.303,-65.719,-0.176
2011,98576,4746.95,4675.992,70.958,0.015
2012,98576,4754.514,4818.192,-63.678,-0.013
2013,98576,4764.169,4845.804,-81.634,-0.017
2014,98576,4773.775,4874.799,-101.024,-0.021
2015,98576,4818.37,4934.373,-116.004,-0.024
2016,98576,4878.394,5003.192,-124.799,-0.025
2017,98576,4955.587,5094.703,-139.116,-0.027
2018,98576,5061.423,5226.005,-164.582,-0.031
2019,98576,5193.595,5370.812,-177.217,-0.033
2020,98576,5284.149,5493.906,-209.757,-0.038
2011,98577,6231.551,6314.167,-82.616,-0.013
2012,98577,6271.44,6326.609,-55.17,-0.009
2013,98577,6300.112,6329.2,-29.089,-0.005
2014,98577,6331.219,6329.349,1.87,0.0
2015,98577,6371.9,6341.841,30.059,0.005
2016,98577,6378.58,6318.816,59.763,0.009
2017,98577,6375.945,6287.182,88.762,0.014
2018,98577,6432.0,6313.531,118.469,0.019
2019,98577,6487.598,6339.103,148.495,0.023
2020,98577,6540.397,6361.271,179.127,0.028
2011,98579,12698.353,12807.968,-109.616,-0.009
2012,98579,12722.288,12863.113,-140.825,-0.011
2013,98579,12734.977,12904.855,-169.879,-0.013
2014,98579,12745.933,12945.439,-199.506,-0.015
2015,98579,12814.76,13041.686,-226.926,-0.017
2016,98579,13032.189,13276.946,-244.758,-0.018
2017,98579,13150.705,13437.848,-287.143,-0.021
2018,98579,13320.345,13635.748,-315.404,-0.023
2019,98579,13468.978,13826.915,-357.937,-0.026
2020,98579,13544.123,13916.505,-372.383,-0.027
2011,98580,10873.714,11165.025,-291.31,-0.026
2012,98580,10897.768,11254.876,-357.108,-0.032
2013,98580,10924.366,11334.772,-410.406,-0.036
2014,98580,10935.706,11405.299,-469.593,-0.041
2015,98580,11025.494,11567.674,-542.18,-0.047
2016,98580,11205.317,11813.655,-608.338,-0.051
2017,98580,11469.17,12166.137,-696.967,-0.057
2018,98580,11621.872,12405.268,-783.396,-0.063
2019,98580,11739.429,12480.68,-741.251,-0.059
2020,98580,11826.789,12400.827,-574.038,-0.046
2011,98581,530.505,533.279,-2.775,-0.005
2012,98581,520.535,532.059,-11.524,-0.022
2013,98581,513.647,533.784,-20.137,-0.038
2014,98581,505.795,536.182,-30.387,-0.057
2015,98581,498.455,536.747,-38.292,-0.071
2016,98581,493.372,540.783,-47.411,-0.088
2017,98581,488.731,544.057,-55.326,-0.102
2018,98581,490.082,555.135,-65.054,-0.117
2019,98581,491.449,563.921,-72.472,-0.129
2020,98581,492.168,578.426,-86.258,-0.149
2011,98582,388.142,382.509,5.634,0.015
2012,98582,384.901,380.361,4.539,0.012
2013,98582,385.733,382.395,3.337,0.009
2014,98582,385.669,383.449,2.22,0.006
2015,98582,384.716,385.286,-0.57,-0.001
2016,98582,388.542,390.671,-2.128,-0.005
2017,98582,394.319,397.355,-3.036,-0.008
2018,98582,403.012,407.273,-4.261,-0.01
2019,98582,426.123,424.305,1.817,0.004
2020,98582,426.907,425.831,1.076,0.003
2011,98584,36648.114,36960.618,-312.504,-0.008
2012,98584,36898.73,37166.102,-267.372,-0.007
2013,98584,37110.388,37333.102,-222.714,-0.006
2014,98584,37207.288,37380.096,-172.809,-0.005
2015,98584,37269.77,37338.759,-68.989,-0.002
2016,98584,37446.137,37441.824,4.313,0.0
2017,98584,37912.188,37845.942,66.246,0.002
2018,98584,38406.335,38264.278,142.058,0.004
2019,98584,38894.663,38683.746,210.916,0.005
2020,98584,39219.7,38955.517,264.184,0.007
2011,98585,824.238,827.757,-3.518,-0.004
2012,98585,831.136,841.137,-10.001,-0.012
2013,98585,833.312,846.351,-13.039,-0.015
2014,98585,832.141,852.437,-20.296,-0.024
2015,98585,841.523,868.643,-27.12,-0.031
2016,98585,847.76,876.466,-28.706,-0.033
2017,98585,863.387,896.388,-33.001,-0.037
2018,98585,897.868,931.869,-34.0,-0.036
2019,98585,911.536,947.963,-36.427,-0.038
2020,98585,921.636,963.524,-41.888,-0.043
2011,98586,2173.755,2173.243,0.512,0.0
2012,98586,2183.778,2199.958,-16.179,-0.007
2013,98586,2193.261,2197.164,-3.903,-0.002
2014,98586,2219.198,2208.704,10.493,0.005
2015,98586,2226.936,2200.775,26.162,0.012
2016,98586,2237.539,2198.809,38.73,0.018
2017,98586,2248.348,2199.314,49.034,0.022
2018,98586,2272.462,2206.133,66.329,0.03
2019,98586,2285.796,2198.451,87.345,0.04
2020,98586,2320.553,2217.352,103.2,0.047
2011,98587,1016.941,992.533,24.408,0.025
2012,98587,1036.694,993.996,42.698,0.043
2013,98587,1054.315,992.181,62.135,0.063
2014,98587,1080.828,995.14,85.688,0.086
2015,98587,1094.601,990.854,103.747,0.105
2016,98587,1103.083,978.481,124.602,0.127
2017,98587,1119.256,976.028,143.228,0.147
2018,98587,1143.633,980.311,163.322,0.167
2019,98587,1166.689,977.919,188.77,0.193
2020,98587,1189.174,979.275,209.899,0.214
2011,98588,1867.072,1876.043,-8.971,-0.005
2012,98588,1883.929,1906.45,-22.521,-0.012
2013,98588,1886.316,1930.442,-44.126,-0.023
2014,98588,1884.301,1948.365,-64.064,-0.033
2015,98588,1858.039,1945.568,-87.529,-0.045
2016,98588,1827.658,1932.04,-104.383,-0.054
2017,98588,1859.106,1977.686,-118.58,-0.06
2018,98588,1868.855,2009.574,-140.719,-0.07
2019,98588,1901.52,2068.424,-166.904,-0.081
2020,98588,1923.4,2110.479,-187.079,-0.089
2011,98589,7526.435,8156.301,-629.866,-0.077
2012,98589,7513.708,8197.634,-683.927,-0.083
2013,98589,7506.416,8245.142,-738.727,-0.09
2014,98589,7549.632,8342.728,-793.096,-0.095
2015,98589,7593.724,8446.52,-852.796,-0.101
2016,98589,7715.169,8618.844,-903.674,-0.105
2017,98589,7738.421,8712.374,-973.953,-0.112
2018,98589,7792.332,8818.619,-1026.287,-0.116
2019,98589,7909.179,8411.288,-502.108,-0.06
2020,98589,7934.812,8479.912,-545.1,-0.064
2011,98590,384.211,449.531,-65.321,-0.145
2012,98590,385.518,450.224,-64.706,-0.144
2013,98590,382.803,446.632,-63.829,-0.143
2014,98590,387.014,450.105,-63.091,-0.14
2015,98590,390.195,454.279,-64.084,-0.141
2016,98590,385.927,444.505,-58.578,-0.132
2017,98590,386.168,442.677,-56.509,-0.128
2018,98590,389.899,445.1,-55.201,-0.124
2019,98590,393.53,447.658,-54.127,-0.121
2020,98590,395.503,447.703,-52.2,-0.117
2011,98591,4049.934,3751.339,298.595,0.08
2012,98591,4062.56,3844.832,217.728,0.057
2013,98591,4051.269,4061.707,-10.438,-0.003
2014,98591,4082.271,4088.547,-6.275,-0.002
2015,98591,4111.906,4114.919,-3.013,-0.001
2016,98591,4111.76,4109.058,2.702,0.001
2017,98591,4203.001,4199.095,3.907,0.001
2018,98591,4244.787,4233.261,11.525,0.003
2019,98591,4320.794,4303.345,17.449,0.004
2020,98591,4393.134,4377.198,15.936,0.004
2011,98592,1852.759,1818.583,34.176,0.019
2012,98592,1869.812,1836.388,33.424,0.018
2013,98592,1888.544,1855.254,33.29,0.018
2014,98592,1908.418,1879.672,28.746,0.015
2015,98592,1929.221,1902.372,26.849,0.014
2016,98592,1935.487,1908.629,26.857,0.014
2017,98592,1980.49,1955.196,25.294,0.013
2018,98592,2017.484,1997.917,19.567,0.01
2019,98592,2095.434,2075.29,20.145,0.01
2020,98592,2155.437,2136.412,19.024,0.009
2011,98593,1058.585,1048.857,9.728,0.009
2012,98593,1058.129,1048.801,9.328,0.009
2013,98593,1052.463,1078.206,-25.744,-0.024
2014,98593,1049.422,1077.59,-28.168,-0.026
2015,98593,1053.133,1084.045,-30.912,-0.029
2016,98593,1050.127,1082.782,-32.655,-0.03
2017,98593,1050.828,1084.399,-33.572,-0.031
2018,98593,1063.952,1100.518,-36.567,-0.033
2019,98593,1088.288,1130.931,-42.643,-0.038
2020,98593,1094.884,1142.473,-47.589,-0.042
2011,98595,2637.06,2914.241,-277.181,-0.095
2012,98595,2650.337,2922.171,-271.834,-0.093
2013,98595,2658.425,2925.087,-266.662,-0.091
2014,98595,2666.228,2926.79,-260.562,-0.089
2015,98595,2666.989,2922.383,-255.394,-0.087
2016,98595,2672.497,2917.477,-244.98,-0.084
2017,98595,2681.118,2920.18,-239.062,-0.082
2018,98595,2703.024,2937.574,-234.55,-0.08
2019,98595,2708.726,2937.701,-228.975,-0.078
2020,98595,2732.086,2959.418,-227.332,-0.077
2011,98596,6483.716,6880.742,-397.027,-0.058
2012,98596,6520.01,6823.868,-303.858,-0.045
2013,98596,6522.895,6505.704,17.191,0.003
2014,98596,6531.257,6505.55,25.707,0.004
2015,98596,6582.617,6552.543,30.073,0.005
2016,98596,6601.395,6561.718,39.677,0.006
2017,98596,6647.957,6588.556,59.401,0.009
2018,98596,6757.115,6691.195,65.92,0.01
2019,98596,6864.531,6785.736,78.795,0.012
2020,98596,6976.556,6897.412,79.144,0.011
2011,98597,21811.352,21848.64,-37.289,-0.002
2012,98597,22158.655,21930.862,227.793,0.01
2013,98597,22840.605,22414.658,425.947,0.019
2014,98597,23578.264,22925.983,652.281,0.028
2015,98597,24144.303,23332.874,811.43,0.035
2016,98597,24917.652,23903.471,1014.181,0.042
2017,98597,25441.619,24289.377,1152.241,0.047
2018,98597,26118.216,24803.736,1314.48,0.053
2019,98597,26619.157,25142.345,1476.811,0.059
2020,98597,27251.871,25588.931,1662.94,0.065
2011,98601,2913.485,2884.755,28.73,0.01
2012,98601,2932.05,2906.87,25.181,0.009
2013,98601,2938.433,2917.194,21.239,0.007
2014,98601,2938.159,2920.464,17.695,0.006
2015,98601,2993.788,2980.035,13.753,0.005
2016,98601,3023.386,3010.193,13.193,0.004
2017,98601,3047.905,3039.136,8.77,0.003
2018,98601,3107.964,3168.455,-60.491,-0.019
2019,98601,3144.297,3207.795,-63.498,-0.02
2020,98601,3160.604,3225.286,-64.681,-0.02
2011,98602,205.86,188.232,17.628,0.094
2012,98602,204.043,186.946,17.097,0.091
2013,98602,202.745,178.516,24.229,0.136
2014,98602,201.14,177.394,23.747,0.134
2015,98602,202.672,206.408,-3.737,-0.018
2016,98602,201.277,205.476,-4.199,-0.02
2017,98602,200.979,205.945,-4.966,-0.024
2018,98602,202.568,208.291,-5.723,-0.027
2019,98602,205.944,213.401,-7.458,-0.035
2020,98602,214.076,217.889,-3.813,-0.017
2011,98603,1037.792,1016.522,21.271,0.021
2012,98603,1042.142,1026.298,15.844,0.015
2013,98603,1003.623,1000.914,2.709,0.003
2014,98603,1001.787,1009.836,-8.049,-0.008
2015,98603,1000.254,1025.236,-24.982,-0.024
2016,98603,1007.503,1051.323,-43.82,-0.042
2017,98603,1016.881,1082.108,-65.227,-0.06
2018,98603,1022.379,1108.59,-86.211,-0.078
2019,98603,1034.007,1148.258,-114.251,-0.099
2020,98603,1066.952,1191.925,-124.974,-0.105
2011,98604,33720.865,34009.783,-288.918,-0.008
2012,98604,33532.151,34013.028,-480.877,-0.014
2013,98604,33627.692,34361.077,-733.385,-0.021
2014,98604,34079.21,34985.066,-905.857,-0.026
2015,98604,34690.262,35862.647,-1172.385,-0.033
2016,98604,34967.614,36401.929,-1434.315,-0.039
2017,98604,35608.16,37286.422,-1678.262,-0.045
2018,98604,36014.285,38011.234,-1996.949,-0.053
2019,98604,36436.266,38775.193,-2338.927,-0.06
2020,98604,36886.271,39464.437,-2578.165,-0.065
2011,98605,1186.353,620.944,565.409,0.911
2012,98605,1205.077,1038.927,166.15,0.16
2013,98605,1209.321,1034.705,174.615,0.169
2014,98605,1222.393,1037.616,184.777,0.178
2015,98605,1237.082,1196.588,40.494,0.034
2016,98605,1247.91,1197.46,50.45,0.042
2017,98605,1262.456,1203.525,58.931,0.049
2018,98605,1278.369,1208.595,69.774,0.058
2019,98605,1303.515,1222.657,80.857,0.066
2020,98605,1317.168,1226.263,90.905,0.074
2011,98606,8729.807,9095.135,-365.328,-0.04
2012,98606,8754.562,9187.171,-432.609,-0.047
2013,98606,8749.732,9242.856,-493.125,-0.053
2014,98606,8812.265,9380.494,-568.229,-0.061
2015,98606,8925.063,9571.89,-646.827,-0.068
2016,98606,8983.179,9717.252,-734.073,-0.076
2017,98606,9110.99,9924.9,-813.91,-0.082
2018,98606,9204.122,10103.995,-899.873,-0.089
2019,98606,9275.259,10262.775,-987.516,-0.096
2020,98606,9401.401,10268.55,-867.149,-0.084
2011,98607,28487.589,28091.157,396.432,0.014
2012,98607,28954.596,28573.79,380.805,0.013
2013,98607,29371.562,28948.309,423.253,0.015
2014,98607,30038.083,29579.813,458.27,0.015
2015,98607,30593.602,30066.972,526.629,0.018
2016,98607,31287.781,30728.136,559.645,0.018
2017,98607,32379.595,31811.371,568.224,0.018
2018,98607,33205.318,32780.766,424.553,0.013
2019,98607,33591.408,33114.965,476.443,0.014
2020,98607,34665.416,34248.914,416.502,0.012
2011,98610,2804.198,2714.968,89.23,0.033
2012,98610,2828.553,2811.038,17.515,0.006
2013,98610,2828.585,2811.818,16.767,0.006
2014,98610,2857.196,2842.586,14.61,0.005
2015,98610,2869.139,2851.724,17.415,0.006
2016,98610,2879.641,2863.576,16.064,0.006
2017,98610,2943.677,2950.008,-6.33,-0.002
2018,98610,3023.582,3028.837,-5.255,-0.002
2019,98610,3068.468,3068.502,-0.034,-0.0
2020,98610,3097.96,3091.811,6.149,0.002
2011,98611,9274.509,9248.929,25.579,0.003
2012,98611,9375.487,9356.001,19.486,0.002
2013,98611,9397.869,9375.769,22.1,0.002
2014,98611,9436.482,9410.444,26.037,0.003
2015,98611,9515.918,9494.691,21.227,0.002
2016,98611,9579.781,9554.235,25.547,0.003
2017,98611,9704.303,9679.306,24.997,0.003
2018,98611,9850.478,9831.833,18.645,0.002
2019,98611,9983.471,9974.523,8.948,0.001
2020,98611,10159.571,10141.981,17.59,0.002
2011,98612,2761.355,2752.782,8.573,0.003
2012,98612,2805.209,2776.494,28.715,0.01
2013,98612,2811.553,2765.187,46.366,0.017
2014,98612,2831.754,2765.719,66.035,0.024
2015,98612,2821.846,2740.66,81.187,0.03
2016,98612,2857.824,2766.763,91.061,0.033
2017,98612,2893.556,2786.213,107.343,0.039
2018,98612,2951.098,2827.926,123.172,0.044
2019,98612,3048.556,2907.284,141.271,0.049
2020,98612,3080.179,2920.95,159.23,0.055
2011,98613,536.849,489.41,47.44,0.097
2012,98613,535.612,490.97,44.641,0.091
2013,98613,541.179,546.208,-5.029,-0.009
2014,98613,540.806,546.073,-5.267,-0.01
2015,98613,536.51,543.857,-7.346,-0.014
2016,98613,535.955,543.792,-7.837,-0.014
2017,98613,545.229,553.756,-8.527,-0.015
2018,98613,558.686,566.659,-7.973,-0.014
2019,98613,570.172,577.434,-7.262,-0.013
2020,98613,577.428,588.994,-11.566,-0.02
2011,98614,569.306,0.0,569.306,inf
2012,98614,567.962,583.154,-15.192,-0.026
2013,98614,566.449,585.477,-19.028,-0.033
2014,98614,569.316,591.825,-22.508,-0.038
2015,98614,569.638,595.433,-25.795,-0.043
2016,98614,567.579,596.273,-28.694,-0.048
2017,98614,566.018,597.479,-31.461,-0.053
2018,98614,566.458,600.92,-34.462,-0.057
2019,98614,573.261,612.253,-38.991,-0.064
2020,98614,574.972,616.521,-41.55,-0.067
2011,98616,168.309,160.105,8.204,0.051
2012,98616,172.122,160.301,11.821,0.074
2013,98616,161.501,146.682,14.819,0.101
2014,98616,164.503,146.139,18.364,0.126
2015,98616,176.019,153.974,22.046,0.143
2016,98616,180.045,154.318,25.726,0.167
2017,98616,184.014,154.501,29.513,0.191
2018,98616,189.8,156.696,33.104,0.211
2019,98616,195.467,158.52,36.947,0.233
2020,98616,202.029,161.328,40.701,0.252
2011,98617,1082.025,270.478,811.548,3.0
2012,98617,1091.785,1003.419,88.367,0.088
2013,98617,1121.54,1028.858,92.682,0.09
2014,98617,1144.534,1047.71,96.824,0.092
2015,98617,1144.918,1043.43,101.488,0.097
2016,98617,1162.682,1062.162,100.52,0.095
2017,98617,1176.738,1152.293,24.445,0.021
2018,98617,1189.351,1166.142,23.209,0.02
2019,98617,1215.139,1191.081,24.058,0.02
2020,98617,1225.759,1202.407,23.352,0.019
2011,98619,453.66,463.836,-10.176,-0.022
2012,98619,448.191,464.077,-15.887,-0.034
2013,98619,451.311,467.73,-16.42,-0.035
2014,98619,455.367,475.939,-20.572,-0.043
2015,98619,450.656,475.047,-24.39,-0.051
2016,98619,446.603,476.847,-30.244,-0.063
2017,98619,452.575,489.949,-37.374,-0.076
2018,98619,452.026,494.688,-42.662,-0.086
2019,98619,453.574,501.584,-48.009,-0.096
2020,98619,453.637,509.176,-55.539,-0.109
2011,98620,7080.696,7505.355,-424.659,-0.057
2012,98620,7106.321,7546.643,-440.322,-0.058
2013,98620,7094.406,7506.866,-412.461,-0.055
2014,98620,7122.08,7550.175,-428.095,-0.057
2015,98620,7141.901,7236.288,-94.387,-0.013
2016,98620,7176.29,7297.273,-120.983,-0.017
2017,98620,7271.611,7421.324,-149.714,-0.02
2018,98620,7361.204,7541.004,-179.799,-0.024
2019,98620,7469.317,7672.25,-202.933,-0.026
2020,98620,7553.344,7786.955,-233.611,-0.03
2011,98621,263.438,265.125,-1.687,-0.006
2012,98621,262.525,270.621,-8.096,-0.03
2013,98621,263.008,273.976,-10.968,-0.04
2014,98621,257.109,273.613,-16.504,-0.06
2015,98621,246.677,269.659,-22.981,-0.085
2016,98621,239.487,268.782,-29.295,-0.109
2017,98621,235.55,271.675,-36.125,-0.133
2018,98621,233.322,276.019,-42.697,-0.155
2019,98621,231.435,282.625,-51.19,-0.181
2020,98621,226.336,284.288,-57.952,-0.204
2011,98624,1100.767,1275.278,-174.511,-0.137
2012,98624,1120.915,1252.257,-131.342,-0.105
2013,98624,1137.881,1256.289,-118.409,-0.094
2014,98624,1160.435,1265.646,-105.211,-0.083
2015,98624,1173.644,1265.284,-91.64,-0.072
2016,98624,1187.745,1234.486,-46.741,-0.038
2017,98624,1200.017,1097.027,102.99,0.094
2018,98624,1235.709,1117.555,118.154,0.106
2019,98624,1255.308,1120.71,134.598,0.12
2020,98624,1269.244,1119.644,149.6,0.134
2011,98625,6187.097,6252.726,-65.63,-0.01
2012,98625,6205.255,6302.167,-96.912,-0.015
2013,98625,6215.851,6345.432,-129.581,-0.02
2014,98625,6241.455,6399.031,-157.576,-0.025
2015,98625,6272.492,6459.73,-187.239,-0.029
2016,98625,6370.671,6567.123,-196.452,-0.03
2017,98625,6526.617,6749.551,-222.935,-0.033
2018,98625,6764.475,6990.636,-226.161,-0.032
2019,98625,7011.404,7260.364,-248.96,-0.034
2020,98625,7158.583,7444.075,-285.492,-0.038
2011,98626,24179.371,24126.0,53.371,0.002
2012,98626,24252.842,24332.835,-79.993,-0.003
2013,98626,24388.346,24419.598,-31.252,-0.001
2014,98626,24513.592,24490.561,23.031,0.001
2015,98626,24618.729,24541.165,77.564,0.003
2016,98626,24728.506,24599.636,128.87,0.005
2017,98626,24887.938,24699.332,188.606,0.008
2018,98626,25216.708,24987.228,229.48,0.009
2019,98626,25572.565,25289.117,283.447,0.011
2020,98626,25923.812,25592.014,331.798,0.013
2011,98628,241.898,255.318,-13.42,-0.053
2012,98628,240.025,253.714,-13.689,-0.054
2013,98628,238.771,252.651,-13.88,-0.055
2014,98628,236.879,250.916,-14.037,-0.056
2015,98628,234.663,248.835,-14.172,-0.057
2016,98628,232.49,247.772,-15.282,-0.062
2017,98628,231.821,246.652,-14.831,-0.06
2018,98628,228.973,244.029,-15.056,-0.062
2019,98628,226.985,242.95,-15.965,-0.066
2020,98628,225.808,243.463,-17.655,-0.073
2011,98629,8291.699,8336.788,-45.089,-0.005
2012,98629,8344.68,8440.963,-96.283,-0.011
2013,98629,8373.674,8521.735,-148.061,-0.017
2014,98629,8426.249,8631.018,-204.769,-0.024
2015,98629,8551.33,8810.087,-258.756,-0.029
2016,98629,8641.663,8945.115,-303.453,-0.034
2017,98629,8722.859,9057.271,-334.412,-0.037
2018,98629,8886.745,9261.828,-375.083,-0.04
2019,98629,9022.576,9432.51,-409.934,-0.043
2020,98629,9301.458,9801.53,-500.072,-0.051
2011,98631,3363.93,3785.483,-421.554,-0.111
2012,98631,3392.269,3910.04,-517.77,-0.132
2013,98631,3412.214,3905.802,-493.589,-0.126
2014,98631,3444.967,3321.354,123.613,0.037
2015,98631,3481.917,3353.241,128.675,0.038
2016,98631,3504.104,3503.174,0.931,0.0
2017,98631,3543.102,3580.58,-37.477,-0.01
2018,98631,3578.452,3607.244,-28.792,-0.008
2019,98631,3637.966,3659.761,-21.795,-0.006
2020,98631,3751.103,3764.922,-13.819,-0.004
2011,98632,49198.333,49417.789,-219.457,-0.004
2012,98632,49269.179,49334.976,-65.797,-0.001
2013,98632,49305.606,49396.527,-90.921,-0.002
2014,98632,49354.723,49472.808,-118.085,-0.002
2015,98632,49463.406,49602.227,-138.821,-0.003
2016,98632,49599.106,49735.843,-136.737,-0.003
2017,98632,49945.451,50101.62,-156.168,-0.003
2018,98632,50243.093,50421.087,-177.994,-0.004
2019,98632,50703.914,50928.703,-224.789,-0.004
2020,98632,51101.53,51339.938,-238.408,-0.005
2011,98635,1832.677,2688.42,-855.743,-0.318
2012,98635,1822.159,1954.813,-132.654,-0.068
2013,98635,1830.279,1975.105,-144.826,-0.073
2014,98635,1831.694,1985.888,-154.195,-0.078
2015,98635,1827.867,1963.007,-135.14,-0.069
2016,98635,1837.967,1988.766,-150.799,-0.076
2017,98635,1862.209,1949.071,-86.862,-0.045
2018,98635,1874.852,1975.684,-100.832,-0.051
2019,98635,1891.829,1994.799,-102.97,-0.052
2020,98635,1908.314,2033.071,-124.757,-0.061
2011,98638,1656.726,2237.351,-580.626,-0.26
2012,98638,1643.247,1615.135,28.112,0.017
2013,98638,1647.163,1623.32,23.844,0.015
2014,98638,1611.866,1588.158,23.708,0.015
2015,98638,1606.31,1581.958,24.352,0.015
2016,98638,1619.018,1594.562,24.456,0.015
2017,98638,1631.668,1609.694,21.974,0.014
2018,98638,1645.054,1622.61,22.444,0.014
2019,98638,1654.309,1633.568,20.742,0.013
2020,98638,1678.659,1658.702,19.957,0.012
2011,98639,893.689,0.0,893.689,inf
2012,98639,920.017,0.0,920.017,inf
2013,98639,919.09,0.0,919.09,inf
2014,98639,914.669,942.134,-27.464,-0.029
2015,98639,909.818,945.029,-35.211,-0.037
2016,98639,905.233,945.026,-39.792,-0.042
2017,98639,904.28,949.615,-45.335,-0.048
2018,98639,904.205,954.297,-50.092,-0.052
2019,98639,911.749,968.066,-56.316,-0.058
2020,98639,911.88,972.639,-60.759,-0.062
2011,98640,4063.739,4291.757,-228.018,-0.053
2012,98640,4153.228,4249.682,-96.454,-0.023
2013,98640,4231.043,4275.422,-44.379,-0.01
2014,98640,4345.456,4348.809,-3.353,-0.001
2015,98640,4457.847,4206.037,251.81,0.06
2016,98640,4495.576,4287.156,208.42,0.049
2017,98640,4588.806,4340.202,248.604,0.057
2018,98640,4700.44,4400.026,300.414,0.068
2019,98640,4867.482,4512.142,355.34,0.079
2020,98640,4949.042,4535.659,413.383,0.091
2011,98641,107.694,0.0,107.694,inf
2012,98641,108.278,0.0,108.278,inf
2013,98641,111.365,0.0,111.365,inf
2014,98641,117.077,0.0,117.077,inf
