Year,ZipCode,fpPopulation,Population,dif,pctDiff
2015,98641,116.841,206.662,-89.821,-0.435
2016,98641,117.601,113.556,4.045,0.036
2017,98641,120.174,114.416,5.758,0.05
2018,98641,123.763,116.901,6.862,0.059
2019,98641,128.968,119.332,9.636,0.081
2020,98641,129.363,118.576,10.787,0.091
2011,98642,15940.415,15925.959,14.456,0.001
2012,98642,16302.49,16279.69,22.8,0.001
2013,98642,16835.209,16801.155,34.054,0.002
2014,98642,17465.837,17446.795,19.042,0.001
2015,98642,18117.466,18112.411,5.055,0.0
2016,98642,19053.845,19056.031,-2.185,-0.0
2017,98642,19689.213,19660.923,28.29,0.001
2018,98642,20421.577,20380.358,41.218,0.002
2019,98642,22042.633,21990.729,51.905,0.002
2020,98642,23203.764,23220.714,-16.95,-0.001
2011,98643,365.257,367.126,-1.869,-0.005
2012,98643,372.234,371.303,0.932,0.003
2013,98643,377.887,375.485,2.402,0.006
2014,98643,377.968,373.891,4.077,0.011
2015,98643,380.925,375.162,5.763,0.015
2016,98643,375.608,367.381,8.227,0.022
2017,98643,377.104,367.078,10.026,0.027
2018,98643,387.474,376.079,11.395,0.03
2019,98643,384.991,372.383,12.608,0.034
2020,98643,393.28,378.611,14.668,0.039
2011,98644,621.145,0.0,621.145,inf
2012,98644,631.806,0.0,631.806,inf
2013,98644,632.618,0.0,632.618,inf
2014,98644,645.2,602.993,42.207,0.07
2015,98644,671.209,603.431,67.777,0.112
2016,98644,681.426,491.913,189.513,0.385
2017,98644,706.528,586.653,119.875,0.204
2018,98644,729.73,591.983,137.747,0.233
2019,98644,757.261,602.636,154.625,0.257
2020,98644,770.868,603.962,166.905,0.276
2011,98645,1326.442,1488.653,-162.211,-0.109
2012,98645,1330.638,1494.351,-163.713,-0.11
2013,98645,1341.707,1508.535,-166.829,-0.111
2014,98645,1359.91,1531.445,-171.535,-0.112
2015,98645,1365.702,1539.312,-173.61,-0.113
2016,98645,1380.811,1555.816,-175.005,-0.112
2017,98645,1389.406,1565.273,-175.866,-0.112
2018,98645,1423.556,1604.464,-180.909,-0.113
2019,98645,1482.824,1665.816,-182.992,-0.11
2020,98645,1528.462,1727.022,-198.56,-0.115
2011,98647,418.532,415.132,3.4,0.008
2012,98647,424.811,416.327,8.484,0.02
2013,98647,425.492,411.981,13.51,0.033
2014,98647,426.092,410.836,15.255,0.037
2015,98647,430.537,412.307,18.23,0.044
2016,98647,439.061,415.665,23.397,0.056
2017,98647,449.719,421.484,28.235,0.067
2018,98647,477.093,435.878,41.215,0.095
2019,98647,484.575,437.002,47.573,0.109
2020,98647,490.324,436.444,53.88,0.123
2011,98648,3151.214,4192.895,-1041.68,-0.248
2012,98648,3142.398,4181.964,-1039.566,-0.249
2013,98648,3108.687,4186.344,-1077.656,-0.257
2014,98648,3080.418,3253.368,-172.95,-0.053
2015,98648,3065.944,3272.617,-206.673,-0.063
2016,98648,3049.677,3290.914,-241.238,-0.073
2017,98648,3048.143,3304.009,-255.866,-0.077
2018,98648,3051.692,3349.52,-297.828,-0.089
2019,98648,3081.001,3422.244,-341.243,-0.1
2020,98648,3094.759,3477.712,-382.953,-0.11
2011,98649,824.451,854.243,-29.792,-0.035
2012,98649,844.902,864.045,-19.143,-0.022
2013,98649,862.695,870.552,-7.857,-0.009
2014,98649,884.891,884.893,-0.002,-0.0
2015,98649,910.716,893.078,17.639,0.02
2016,98649,938.657,912.0,26.657,0.029
2017,98649,968.598,931.531,37.067,0.04
2018,98649,1015.867,961.339,54.528,0.057
2019,98649,1049.373,978.919,70.455,0.072
2020,98649,1091.767,1015.134,76.633,0.075
2011,98650,893.388,938.143,-44.755,-0.048
2012,98650,907.287,948.551,-41.264,-0.044
2013,98650,918.926,958.302,-39.376,-0.041
2014,98650,924.298,960.295,-35.997,-0.037
2015,98650,943.741,977.199,-33.458,-0.034
2016,98650,970.972,1007.194,-36.221,-0.036
2017,98650,981.889,1018.287,-36.399,-0.036
2018,98650,990.566,1024.748,-34.182,-0.033
2019,98650,1028.721,1057.448,-28.727,-0.027
2020,98650,1040.03,1065.977,-25.946,-0.024
2011,98651,908.465,925.349,-16.884,-0.018
2012,98651,903.572,935.001,-31.43,-0.034
2013,98651,890.712,937.262,-46.55,-0.05
2014,98651,882.479,944.408,-61.929,-0.066
2015,98651,874.752,951.013,-76.261,-0.08
2016,98651,865.363,954.75,-89.387,-0.094
2017,98651,862.552,965.552,-103.0,-0.107
2018,98651,869.332,987.225,-117.893,-0.119
2019,98651,860.281,993.883,-133.601,-0.134
2020,98651,858.369,1007.823,-149.454,-0.148
2011,98660,12212.445,12257.464,-45.019,-0.004
2012,98660,12267.041,12487.208,-220.167,-0.018
2013,98660,12278.47,12590.52,-312.049,-0.025
2014,98660,12307.135,12691.578,-384.443,-0.03
2015,98660,12502.452,12977.579,-475.127,-0.037
2016,98660,12647.073,13232.83,-585.757,-0.044
2017,98660,12886.176,13702.857,-816.682,-0.06
2018,98660,12867.884,13807.35,-939.466,-0.068
2019,98660,12953.281,14000.668,-1047.387,-0.075
2020,98660,13306.353,14576.758,-1270.405,-0.087
2011,98661,40441.583,40216.698,224.885,0.006
2012,98661,40918.107,40368.968,549.139,0.014
2013,98661,41580.976,40756.267,824.709,0.02
2014,98661,42577.478,41476.771,1100.707,0.027
2015,98661,43603.167,42277.011,1326.156,0.031
2016,98661,44431.487,42804.764,1626.723,0.038
2017,98661,45603.209,43800.531,1802.678,0.041
2018,98661,46434.396,44333.457,2100.938,0.047
2019,98661,47196.828,44797.098,2399.73,0.054
2020,98661,48622.067,45873.282,2748.785,0.06
2011,98662,33015.674,32946.25,69.424,0.002
2012,98662,33347.393,33218.75,128.643,0.004
2013,98662,33705.493,33514.314,191.18,0.006
2014,98662,34215.992,33975.444,240.548,0.007
2015,98662,34804.677,34490.632,314.045,0.009
2016,98662,35230.75,34830.504,400.247,0.011
2017,98662,35950.419,35533.651,416.768,0.012
2018,98662,36473.366,35998.431,474.935,0.013
2019,98662,37061.771,36493.541,568.23,0.016
2020,98662,37732.684,37065.65,667.034,0.018
2011,98663,14417.879,14413.637,4.242,0.0
2012,98663,14440.758,14499.706,-58.948,-0.004
2013,98663,14476.525,14557.925,-81.4,-0.006
2014,98663,14802.685,14860.242,-57.558,-0.004
2015,98663,14997.647,15065.373,-67.726,-0.004
2016,98663,15330.585,15429.714,-99.129,-0.006
2017,98663,15542.293,15710.814,-168.521,-0.011
2018,98663,15631.6,15797.358,-165.758,-0.01
2019,98663,15691.756,15897.948,-206.193,-0.013
2020,98663,15887.912,16116.258,-228.345,-0.014
2011,98664,22227.75,22134.88,92.87,0.004
2012,98664,22528.585,22370.912,157.673,0.007
2013,98664,22854.856,22620.863,233.993,0.01
2014,98664,23373.408,23062.832,310.576,0.013
2015,98664,23782.352,23387.208,395.143,0.017
2016,98664,24179.108,23700.186,478.923,0.02
2017,98664,24433.975,23839.22,594.755,0.025
2018,98664,24489.411,23778.753,710.658,0.03
2019,98664,24643.867,23826.109,817.758,0.034
2020,98664,25094.333,24130.004,964.328,0.04
2011,98665,24086.402,23936.66,149.741,0.006
2012,98665,24326.213,24001.947,324.266,0.014
2013,98665,24608.288,24124.367,483.921,0.02
2014,98665,25093.301,24451.234,642.067,0.026
2015,98665,25748.127,24943.686,804.441,0.032
2016,98665,26162.536,25218.876,943.659,0.037
2017,98665,26847.578,25714.276,1133.302,0.044
2018,98665,27694.188,26323.426,1370.762,0.052
2019,98665,28362.122,26661.812,1700.309,0.064
2020,98665,28780.418,26880.316,1900.103,0.071
2011,98670,93.478,91.193,2.284,0.025
2012,98670,96.395,95.181,1.214,0.013
2013,98670,96.975,96.981,-0.006,-0.0
2014,98670,95.534,96.264,-0.73,-0.008
2015,98670,94.111,95.39,-1.28,-0.013
2016,98670,94.793,97.031,-2.237,-0.023
2017,98670,96.835,99.406,-2.571,-0.026
2018,98670,98.587,103.651,-5.065,-0.049
2019,98670,100.441,108.21,-7.768,-0.072
2020,98670,101.625,110.449,-8.825,-0.08
2011,98671,21126.189,21475.503,-349.314,-0.016
2012,98671,21307.768,21609.379,-301.611,-0.014
2013,98671,21568.213,21904.009,-335.796,-0.015
2014,98671,21919.383,22292.3,-372.917,-0.017
2015,98671,22242.932,22665.405,-422.473,-0.019
2016,98671,22711.182,23181.983,-470.801,-0.02
2017,98671,23063.542,23538.787,-475.245,-0.02
2018,98671,23404.5,23909.119,-504.618,-0.021
2019,98671,23890.09,24438.25,-548.159,-0.022
2020,98671,24120.11,24682.213,-562.103,-0.023
2011,98672,6347.43,6843.676,-496.245,-0.073
2012,98672,6415.19,6460.815,-45.625,-0.007
2013,98672,6488.889,6495.697,-6.808,-0.001
2014,98672,6593.237,6561.822,31.414,0.005
2015,98672,6734.522,6512.035,222.487,0.034
2016,98672,6899.031,6642.132,256.899,0.039
2017,98672,7093.337,6794.973,298.364,0.044
2018,98672,7242.565,6917.155,325.41,0.047
2019,98672,7490.997,7121.324,369.672,0.052
2020,98672,7660.304,7252.298,408.006,0.056
2011,98673,345.162,0.0,345.162,inf
2012,98673,342.446,0.0,342.446,inf
2013,98673,340.273,0.0,340.273,inf
2014,98673,341.351,0.0,341.351,inf
2015,98673,338.824,343.322,-4.497,-0.013
2016,98673,337.555,344.138,-6.583,-0.019
2017,98673,337.533,344.868,-7.335,-0.021
2018,98673,338.09,345.278,-7.187,-0.021
2019,98673,339.382,346.968,-7.586,-0.022
2020,98673,339.228,347.761,-8.533,-0.025
2011,98674,12247.235,12235.534,11.701,0.001
2012,98674,12354.471,12315.175,39.296,0.003
2013,98674,12459.222,12389.398,69.823,0.006
2014,98674,12631.38,12530.748,100.631,0.008
2015,98674,12923.954,12800.178,123.776,0.01
2016,98674,13127.176,12967.824,159.351,0.012
2017,98674,13421.619,13224.42,197.199,0.015
2018,98674,13826.193,13597.646,228.548,0.017
2019,98674,14162.443,13918.489,243.954,0.018
2020,98674,14497.61,14256.381,241.23,0.017
2011,98675,7372.248,7498.11,-125.862,-0.017
2012,98675,7349.367,7553.372,-204.005,-0.027
2013,98675,7300.11,7578.522,-278.412,-0.037
2014,98675,7274.463,7625.812,-351.349,-0.046
2015,98675,7303.758,7727.542,-423.784,-0.055
2016,98675,7348.811,7853.328,-504.518,-0.064
2017,98675,7411.397,7999.883,-588.487,-0.074
2018,98675,7531.829,8123.046,-591.217,-0.073
2019,98675,7556.406,8229.202,-672.797,-0.082
2020,98675,7602.096,8340.476,-738.38,-0.089
2011,98682,52918.47,52499.298,419.172,0.008
2012,98682,53458.179,52867.719,590.46,0.011
2013,98682,54068.769,53325.304,743.465,0.014
2014,98682,54892.463,53974.33,918.133,0.017
2015,98682,56301.583,55200.856,1100.727,0.02
2016,98682,58895.124,57389.869,1505.255,0.026
2017,98682,61052.388,59170.877,1881.511,0.032
2018,98682,63215.138,60882.027,2333.111,0.038
2019,98682,65292.246,62675.901,2616.345,0.042
2020,98682,66570.244,63951.368,2618.876,0.041
2011,98683,31313.406,31313.471,-0.065,-0.0
2012,98683,31376.37,31341.402,34.967,0.001
2013,98683,31589.939,31517.463,72.475,0.002
2014,98683,32252.878,32156.732,96.147,0.003
2015,98683,32871.168,32732.14,139.028,0.004
2016,98683,33316.447,33129.832,186.614,0.006
2017,98683,33477.192,33208.061,269.132,0.008
2018,98683,33606.516,33252.784,353.732,0.011
2019,98683,33809.796,33463.34,346.456,0.01
2020,98683,34589.667,34213.085,376.583,0.011
2011,98684,27452.86,27209.023,243.837,0.009
2012,98684,27679.687,27254.585,425.102,0.016
2013,98684,27989.362,27387.465,601.897,0.022
2014,98684,28604.664,27808.337,796.327,0.029
2015,98684,29374.511,28361.577,1012.933,0.036
2016,98684,30395.828,29127.608,1268.22,0.044
2017,98684,31560.148,30042.57,1517.578,0.051
2018,98684,32047.259,30381.931,1665.328,0.055
2019,98684,32646.435,30826.629,1819.805,0.059
2020,98684,33914.626,31855.289,2059.336,0.065
2011,98685,26403.253,26477.363,-74.11,-0.003
2012,98685,26684.41,26827.36,-142.95,-0.005
2013,98685,26855.979,27065.395,-209.415,-0.008
2014,98685,27197.566,27498.238,-300.672,-0.011
2015,98685,27856.032,28264.554,-408.522,-0.014
2016,98685,28136.848,28623.629,-486.781,-0.017
2017,98685,28437.931,28990.227,-552.296,-0.019
2018,98685,28918.851,29549.472,-630.621,-0.021
2019,98685,29217.395,29907.956,-690.561,-0.023
2020,98685,29387.191,30098.378,-711.188,-0.024
2011,98686,17280.378,17375.016,-94.638,-0.005
2012,98686,17435.56,17537.812,-102.252,-0.006
2013,98686,17768.834,17853.249,-84.415,-0.005
2014,98686,17978.868,18069.586,-90.717,-0.005
2015,98686,18360.869,18377.445,-16.576,-0.001
2016,98686,18680.413,18689.43,-9.017,-0.0
2017,98686,19045.77,19056.064,-10.294,-0.001
2018,98686,19615.605,19711.383,-95.778,-0.005
2019,98686,20320.173,20557.121,-236.949,-0.012
2020,98686,21020.155,21295.168,-275.013,-0.013
2011,98801,41211.671,41302.091,-90.42,-0.002
2012,98801,41611.6,41449.354,162.246,0.004
2013,98801,42111.861,41662.776,449.086,0.011
2014,98801,42849.488,42131.882,717.606,0.017
2015,98801,43415.976,42416.613,999.363,0.024
2016,98801,43897.422,42664.434,1232.989,0.029
2017,98801,44541.375,43082.356,1459.019,0.034
2018,98801,45310.156,43592.053,1718.103,0.039
2019,98801,45793.605,43638.79,2154.815,0.049
2020,98801,46577.542,44230.38,2347.162,0.053
2011,98802,28733.671,28819.122,-85.451,-0.003
2012,98802,28846.454,28861.068,-14.614,-0.001
2013,98802,29093.761,29132.063,-38.302,-0.001
2014,98802,29366.796,29423.626,-56.831,-0.002
2015,98802,29560.648,29660.819,-100.171,-0.003
2016,98802,30018.677,30137.22,-118.543,-0.004
2017,98802,30457.636,30671.836,-214.199,-0.007
2018,98802,30953.48,31230.779,-277.299,-0.009
2019,98802,31353.596,31671.843,-318.247,-0.01
2020,98802,32032.245,32462.9,-430.655,-0.013
2011,98812,5080.05,4261.644,818.406,0.192
2012,98812,5174.226,5064.906,109.32,0.022
2013,98812,5273.209,5104.901,168.309,0.033
2014,98812,5380.081,5154.736,225.346,0.044
2015,98812,5475.318,5197.367,277.951,0.053
2016,98812,5534.599,5199.664,334.935,0.064
2017,98812,5667.557,5290.248,377.309,0.071
2018,98812,5773.734,5333.278,440.456,0.083
2019,98812,5877.279,5366.28,510.999,0.095
2020,98812,5955.685,5413.248,542.436,0.1
2011,98813,2843.771,3582.546,-738.775,-0.206
2012,98813,2880.741,2834.796,45.946,0.016
2013,98813,2919.956,2861.028,58.928,0.021
2014,98813,2967.995,2896.344,71.651,0.025
2015,98813,3002.626,2892.39,110.236,0.038
2016,98813,3067.137,2925.33,141.808,0.048
2017,98813,3109.675,2921.568,188.107,0.064
2018,98813,3147.825,2925.858,221.967,0.076
2019,98813,3207.79,2948.889,258.901,0.088
2020,98813,3265.613,2956.099,309.514,0.105
2011,98814,375.197,488.173,-112.976,-0.231
2012,98814,389.242,409.723,-20.481,-0.05
2013,98814,393.284,408.135,-14.852,-0.036
2014,98814,401.091,411.444,-10.353,-0.025
2015,98814,408.18,412.688,-4.508,-0.011
2016,98814,406.542,404.482,2.061,0.005
2017,98814,417.563,409.894,7.669,0.019
2018,98814,427.088,414.927,12.161,0.029
2019,98814,438.709,420.693,18.017,0.043
2020,98814,451.315,429.619,21.696,0.05
2011,98815,7760.594,8303.271,-542.677,-0.065
2012,98815,7821.278,8355.085,-533.807,-0.064
2013,98815,7830.65,8349.26,-518.61,-0.062
2014,98815,7754.507,8229.069,-474.561,-0.058
2015,98815,7828.732,8288.013,-459.281,-0.055
2016,98815,7943.767,8392.14,-448.373,-0.053
2017,98815,8008.967,8426.542,-417.576,-0.05
2018,98815,8063.477,8468.587,-405.111,-0.048
2019,98815,8128.545,8001.667,126.878,0.016
2020,98815,8250.396,8104.559,145.837,0.018
2011,98816,6157.693,6479.279,-321.586,-0.05
2012,98816,6152.165,6538.134,-385.969,-0.059
2013,98816,6145.153,6596.253,-451.101,-0.068
2014,98816,6203.722,6688.534,-484.811,-0.072
2015,98816,6242.448,6792.172,-549.723,-0.081
2016,98816,6331.588,6952.664,-621.076,-0.089
2017,98816,6385.925,7210.954,-825.029,-0.114
2018,98816,6468.327,6954.552,-486.224,-0.07
2019,98816,6490.328,7034.16,-543.832,-0.077
2020,98816,6604.393,7214.456,-610.063,-0.085
2011,98817,365.866,0.0,365.866,inf
2012,98817,368.673,0.0,368.673,inf
2013,98817,374.315,0.0,374.315,inf
2014,98817,382.043,0.0,382.043,inf
2015,98817,388.922,0.0,388.922,inf
2016,98817,395.88,0.0,395.88,inf
2017,98817,403.004,0.0,403.004,inf
2018,98817,409.136,392.198,16.938,0.043
2019,98817,405.576,385.348,20.228,0.052
2020,98817,410.823,386.464,24.359,0.063
2011,98819,188.419,0.0,188.419,inf
2012,98819,179.053,0.0,179.053,inf
2013,98819,179.913,0.0,179.913,inf
2014,98819,189.849,0.0,189.849,inf
2015,98819,186.107,0.0,186.107,inf
2016,98819,183.745,0.0,183.745,inf
2017,98819,180.279,0.0,180.279,inf
2018,98819,180.608,0.0,180.608,inf
2019,98819,176.66,199.758,-23.099,-0.116
2020,98819,173.105,201.027,-27.922,-0.139
2011,98821,222.639,0.0,222.639,inf
2012,98821,219.512,0.0,219.512,inf
2013,98821,210.989,0.0,210.989,inf
2014,98821,208.913,0.0,208.913,inf
2015,98821,206.332,0.0,206.332,inf
2016,98821,204.365,0.0,204.365,inf
2017,98821,200.92,0.0,200.92,inf
2018,98821,197.291,0.0,197.291,inf
2019,98821,194.875,225.306,-30.431,-0.135
2020,98821,192.272,226.08,-33.808,-0.15
2011,98822,2186.407,2236.449,-50.041,-0.022
2012,98822,2201.015,2258.48,-57.464,-0.025
2013,98822,2193.082,2278.894,-85.812,-0.038
2014,98822,2181.316,2290.678,-109.363,-0.048
2015,98822,2187.999,2325.369,-137.37,-0.059
2016,98822,2196.724,2354.681,-157.957,-0.067
2017,98822,2206.139,2395.635,-189.496,-0.079
2018,98822,2199.687,2420.464,-220.777,-0.091
2019,98822,2228.026,2488.274,-260.248,-0.105
2020,98822,2256.296,2543.643,-287.347,-0.113
2011,98823,10804.16,10919.466,-115.306,-0.011
2012,98823,10831.801,11007.083,-175.282,-0.016
2013,98823,10929.543,11158.36,-228.817,-0.021
2014,98823,10980.938,11261.72,-280.783,-0.025
2015,98823,11012.038,11342.965,-330.926,-0.029
2016,98823,11046.936,11414.09,-367.153,-0.032
2017,98823,11003.975,11411.09,-407.114,-0.036
2018,98823,11103.899,11565.963,-462.064,-0.04
2019,98823,11120.113,11648.046,-527.933,-0.045
2020,98823,11121.986,11709.587,-587.601,-0.05
2011,98824,0.238,0.0,0.238,inf
2012,98824,0.241,0.0,0.241,inf
2013,98824,0.244,0.0,0.244,inf
2014,98824,0.245,0.0,0.245,inf
2015,98824,0.247,0.0,0.247,inf
2016,98824,0.249,0.0,0.249,inf
2017,98824,0.252,0.0,0.252,inf
2018,98824,0.257,0.0,0.257,inf
2019,98824,0.26,0.269,-0.008,-0.031
2020,98824,0.266,0.268,-0.002,-0.007
2011,98826,6475.755,6525.517,-49.762,-0.008
2012,98826,6478.96,6697.149,-218.189,-0.033
2013,98826,6409.767,6747.145,-337.378,-0.05
2014,98826,6336.775,6802.632,-465.857,-0.068
2015,98826,6341.164,6929.961,-588.797,-0.085
2016,98826,6398.142,7100.961,-702.819,-0.099
2017,98826,6432.085,7265.169,-833.084,-0.115
2018,98826,6420.848,7365.667,-944.819,-0.128
2019,98826,6365.991,7438.95,-1072.959,-0.144
2020,98826,6373.602,7576.856,-1203.254,-0.159
2011,98827,398.691,480.551,-81.86,-0.17
2012,98827,398.862,360.375,38.487,0.107
2013,98827,395.478,360.375,35.103,0.097
2014,98827,390.874,359.998,30.876,0.086
2015,98827,387.967,410.681,-22.714,-0.055
2016,98827,378.197,405.15,-26.953,-0.067
2017,98827,378.348,409.454,-31.106,-0.076
2018,98827,383.548,416.494,-32.947,-0.079
2019,98827,383.763,421.11,-37.347,-0.089
2020,98827,383.099,424.735,-41.636,-0.098
2011,98828,2217.421,2104.423,112.998,0.054
2012,98828,2232.765,2125.237,107.528,0.051
2013,98828,2251.651,2147.24,104.411,0.049
2014,98828,2262.054,2281.389,-19.335,-0.008
2015,98828,2274.486,2301.664,-27.178,-0.012
2016,98828,2311.003,2336.952,-25.949,-0.011
2017,98828,2328.227,2360.127,-31.9,-0.014
2018,98828,2342.756,2376.204,-33.448,-0.014
2019,98828,2364.664,2395.765,-31.101,-0.013
2020,98828,2409.527,2440.344,-30.817,-0.013
2011,98829,271.58,0.0,271.58,inf
2012,98829,273.891,0.0,273.891,inf
2013,98829,271.582,0.0,271.582,inf
2014,98829,270.628,0.0,270.628,inf
2015,98829,270.174,0.0,270.174,inf
2016,98829,264.4,0.0,264.4,inf
2017,98829,263.965,0.0,263.965,inf
2018,98829,263.416,0.0,263.416,inf
2019,98829,262.063,296.46,-34.397,-0.116
2020,98829,262.698,277.261,-14.563,-0.053
2011,98830,511.992,594.927,-82.934,-0.139
2012,98830,511.302,604.334,-93.032,-0.154
2013,98830,505.575,606.91,-101.335,-0.167
2014,98830,502.979,613.453,-110.474,-0.18
2015,98830,493.463,535.36,-41.897,-0.078
2016,98830,492.985,543.68,-50.695,-0.093
2017,98830,486.927,544.24,-57.313,-0.105
2018,98830,482.907,550.826,-67.919,-0.123
2019,98830,476.725,552.718,-75.992,-0.137
2020,98830,471.125,553.925,-82.8,-0.149
2011,98831,3595.087,3826.858,-231.771,-0.061
2012,98831,3566.631,3894.677,-328.045,-0.084
2013,98831,3539.364,3956.478,-417.114,-0.105
2014,98831,3534.477,4017.482,-483.005,-0.12
2015,98831,3527.13,4101.445,-574.315,-0.14
2016,98831,3533.491,4203.519,-670.028,-0.159
2017,98831,3549.059,4165.165,-616.106,-0.148
2018,98831,3581.291,4290.27,-708.978,-0.165
2019,98831,3610.047,4414.07,-804.023,-0.182
2020,98831,3633.791,4551.074,-917.283,-0.202
2011,98832,306.826,655.145,-348.319,-0.532
2012,98832,299.761,567.998,-268.236,-0.472
2013,98832,292.853,574.748,-281.895,-0.49
2014,98832,286.9,574.351,-287.452,-0.5
2015,98832,288.217,578.391,-290.173,-0.502
2016,98832,279.522,578.588,-299.066,-0.517
2017,98832,275.734,596.319,-320.585,-0.538
2018,98832,267.748,326.536,-58.788,-0.18
2019,98832,272.061,337.594,-65.533,-0.194
2020,98832,265.702,337.093,-71.391,-0.212
2011,98833,199.432,263.506,-64.074,-0.243
2012,98833,209.893,232.66,-22.767,-0.098
2013,98833,210.6,241.155,-30.555,-0.127
2014,98833,213.263,253.136,-39.873,-0.158
2015,98833,217.338,265.93,-48.592,-0.183
2016,98833,229.074,286.224,-57.15,-0.2
2017,98833,237.982,305.536,-67.554,-0.221
2018,98833,256.129,328.858,-72.73,-0.221
2019,98833,263.334,347.135,-83.802,-0.241
2020,98833,267.908,364.787,-96.878,-0.266
2011,98834,240.111,689.637,-449.526,-0.652
2012,98834,236.972,202.965,34.006,0.168
2013,98834,234.485,204.233,30.251,0.148
2014,98834,229.525,202.692,26.833,0.132
2015,98834,227.153,203.638,23.516,0.115
2016,98834,224.161,203.214,20.947,0.103
2017,98834,227.673,253.395,-25.722,-0.102
2018,98834,225.334,254.306,-28.972,-0.114
2019,98834,224.719,254.106,-29.387,-0.116
2020,98834,221.947,254.559,-32.612,-0.128
2011,98836,422.153,0.0,422.153,inf
2012,98836,422.164,0.0,422.164,inf
2013,98836,421.537,0.0,421.537,inf
2014,98836,419.893,0.0,419.893,inf
2015,98836,415.816,0.0,415.816,inf
2016,98836,422.431,0.0,422.431,inf
2017,98836,409.886,0.0,409.886,inf
